,AB,AGU,AK,AL,AR,AZ,BC,BCN,BCS,CA,CAM,CHI,CHP,CO,COA,COL,CT,DC,DE,DUR,FED,FL,GA,GTO,GUE,HID,IA,ID,IL,IN,JAL,KS,KY,LA,MA,MB,MCH,MD,ME,MEX,MI,MN,MO,MOR,MS,MT,NAY,NB,NC,ND,NE,NH,NJ,NL,NM,NS,NT,NU,NV,NVL,NY,OAX,OH,OK,ON,OR,PA,PE,PUE,QC,QUE,RI,SC,SD,SIN,SK,SLP,SON,TAB,TAM,TLA,TN,TX,UT,VA,VER,VT,WA,WI,WV,WY,YT,YUC,ZAC
TX,2881.19862349785,1037.37057647667,4172.4520661225,1111.94732723628,712.845581031088,1400.93001002771,2960.77125310291,1701.65277528281,1417.05396819118,2358.5226106088,1365.66736004158,829.204226843472,1572.8008977012,1240.38287889106,625.886026346357,1365.08783848226,2577.30840304238,2118.47785485166,2251.22571426681,975.931251238705,1211.6251543017,1292.11397691852,1316.80093545358,1086.30321108275,1423.67320400344,1134.03465226602,1310.56065505319,2202.35597681277,1287.78856541204,1489.28102519036,1204.74779184037,992.453444606068,1471.92626285525,629.625957687792,2725.75208715946,2178.61753411288,1617.53862299764,2165.54436398452,2902.60184022247,1234.30656749056,1813.70388894064,1680.3216152697,1053.93999344974,1269.57063843153,753.260536069354,2190.47574604545,1207.58809172167,3200.54172324964,1880.58829641122,1856.48526826696,1173.67129348368,2724.99288003086,2351.91130476755,4269.85266924543,972.404779039348,3377.13284725824,3769.29668059153,4248.30401027999,2235.60421505968,570.096011047617,2534.82941240346,1467.67777212769,1715.96721810473,579.856586660734,2198.7532439822,2741.6513613319,2187.75470698856,3465.30055465584,1248.6575283093,2924.74319152081,1107.81654495254,2678.16326955042,1625.98956823937,1581.94389503425,1128.9867265459,2313.22095518035,957.832165865084,1283.71298202699,1448.1514984851,739.232672738019,1217.0244238013,1210.71944998355,0,1728.74206619901,2036.31034150613,1194.43851772136,2698.1900551099,2848.96235027123,1603.45084792767,1728.29038205086,1364.73898913068,4348.24109677838,1314.70216411714,961.560187973625
UT,1424.63423930886,2284.49844891318,2512.86499171881,2458.35978830083,1845.04907125093,814.345820199665,1242.03497076773,955.960042890807,1853.01025864402,857.966967267274,3081.73788666037,1448.23077937452,3218.85667193367,597.514129320615,1979.52837706676,2513.73430929237,3251.97864394148,2965.33377340633,3084.52284853844,1979.05872516883,2661.80397353992,2733.54743076256,2545.40635691144,2412.69771861202,2838.42143138291,2611.72766502772,1531.48579939208,475.296005881041,1885.71985459629,2179.55898795222,2373.41404987264,1395.20478202066,2328.81754844354,2187.27167238633,3370.17055357479,1528.37138923193,3341.2953978959,3008.80049954947,3435.74759994597,2653.8501412079,2269.7062029497,1597.11718071987,1702.77838859674,2709.6108198242,2149.09197398519,645.506181428686,2238.72655691386,3654.97982424668,2938.69438424869,1114.89938932733,1278.36225847138,3315.34240923296,3117.60123738,4665.8643561196,768.326586464179,3912.35284517231,2413.75582877137,3778.8861245509,695.284742760644,1990.69709346732,3147.06026461084,3004.55715924789,2440.11229019447,1387.2376549291,2677.35030241186,1018.75295008909,2941.72673575232,3917.15579197291,2744.06345262135,3293.68107067496,2491.49451366095,3353.36855725877,2813.82943017257,1025.58624009484,1821.86093697345,1213.49799779787,2308.3780879289,1299.81256458601,3111.60473983309,2235.47153708734,2714.73248526371,2238.26259550873,1728.74206619901,0,2975.30576735362,2753.01007588501,3215.69774519833,1122.55408398738,1875.16350451013,2598.8473408681,595.372044394958,2720.32822432424,3041.0999013842,2181.34232915648
VA,3273.54521626387,2950.08275223483,4647.66217242132,990.669703493728,1369.26053775196,3154.98745668178,3862.48864060596,3480.27397550145,3450.92817819331,3823.71216097966,2337.56662675985,2835.00656863822,2771.944085071,2397.9493016498,2597.86272433841,3257.74787493327,621.216962916343,155.916539647916,245.434643576835,2988.73535891482,2908.53716382499,1009.93443888874,756.607560687505,2935.74938294998,3092.03456669294,2826.74954767405,1456.10020253238,3313.52101056458,1090.45460206411,797.819493512506,3120.06760219426,1599.87923474994,657.768904736776,1490.68042319756,762.557937369505,2086.26419047165,2363.34793721472,179.931935994687,988.854998588188,2956.85119904003,836.311567001558,1544.57656232948,1295.56374935621,2958.33224696974,1299.10769025671,3000.28411318553,3179.6270024071,1293.02965373726,223.017737515121,2172.6557706108,1697.89661962733,803.609476256847,376.839398983235,2301.25386023354,2545.09163889925,1400.81614053462,3730.94702024406,2973.7257101094,3664.17004664752,2526.15596697398,648.505238542638,2953.70537195473,552.897674474783,1806.15468571879,704.725835044294,3849.06984156048,306.510140241023,1525.87586490524,2876.70647038223,1151.66782407942,2905.31803963694,701.943437800254,509.976675742886,2061.34160220343,3164.19273891112,2583.46104234392,2828.60923383725,3235.12265502979,2644.26085865468,2570.93157869126,2853.66488499097,846.357011396555,2036.31034150613,2975.30576735362,0,2749.26877533646,850.93234654421,3829.37140016612,1184.59215976249,377.372190222341,2380.79658214879,4706.66151612761,2182.50317748799,2906.53270369544
VER,4033.31940608316,616.129793641578,5258.40916579042,1775.67804323474,1748.87430662938,2155.04627431684,3986.09951226347,2350.2074442798,1473.15563932416,3170.30094336673,671.270721114151,1372.12799793149,508.072278216954,2371.30649100157,776.609227608368,714.433004763446,3362.95235248582,2876.54355598984,2993.00644139055,941.429189842513,231.783898084767,1755.49384745369,2007.11755693972,480.857273515702,349.969980427016,200.724857888646,2468.16912828814,3219.68107423821,2354.16669072753,2470.54695511242,682.794408982478,2169.06198500184,2374.87665474676,1342.46615407392,3508.26509224341,3368.72633832991,914.530143476666,2916.84002113817,3723.95852925641,287.865158927022,2824.30343987511,2843.59829121249,2162.77620813866,252.068838581701,1568.51584327566,3302.49562681493,858.534690964423,4030.67536159842,2540.36042207938,3048.98258199058,2361.23327684613,3537.53672579885,3118.57248306147,5043.10028943027,1997.80073464281,4147.26951811233,4947.84411019952,5351.14979591754,3088.84732093657,763.167745417116,3361.12101635035,273.299742292247,2628.62072856038,1771.81406855053,3138.57077424362,3705.53121090961,2989.80267537374,4271.91464386018,143.433117121339,3823.48317658429,380.524763443452,3449.37649383089,2245.89666899863,2774.4613132041,1226.39269116348,3498.0739622586,511.208540118802,1772.14214167618,455.303003590692,518.36156291153,135.797077555912,2095.02980663928,1194.43851772136,2753.01007588501,2749.26877533646,0,3551.9706653046,3854.71080034773,2706.50609162586,2556.69619427495,2512.12094417108,5454.99721015844,779.385284462951,687.177541404884
VT,3115.52098006924,3684.21028088035,4394.67167193945,1777.80974602408,1987.51891952847,3587.97370684666,3853.91749926253,3900.88714148878,4073.9229042015,4067.54633381892,3179.22530971228,3429.83548559103,3610.02723936015,2708.16295547747,3302.80340405496,4003.48257398701,277.741983790566,700.959287863385,617.466802851733,3672.68968531794,3693.82346075189,1847.60847469388,1548.15927050469,3688.63462311739,3886.72615813461,3610.47314864639,1733.93549696339,3453.51661248539,1492.90390568546,1227.23517346728,3855.99157950354,1998.49809310939,1228.87666592513,2239.44580562354,244.677619231687,1955.04644904502,3212.8955263253,671.013732156908,223.087135429316,3738.67448383997,980.815859524842,1623.63591696141,1747.55062895787,3746.36368212956,2024.12784482179,3058.56745490634,3891.59298272325,503.331371797713,1073.80287029952,2204.64124679542,2007.30308744385,144.184424371238,483.940830007797,1579.59227019357,2976.22543383439,714.496589082857,3340.72649474613,2181.73699964721,3904.55949326722,3235.7698672071,202.582302064761,3770.60006603165,983.074578593938,2328.71660204475,551.237898538796,3930.79687157428,568.162272895207,772.113677567908,3672.57651313458,304.758410888204,3670.25938881017,286.335632191256,1351.87362509677,2200.45105286955,3808.04696704398,2489.51266793329,3573.15571121868,3769.89480485332,3479.89893687351,3317.57531864379,3647.54239459165,1501.94992774751,2698.1900551099,3215.69774519833,850.93234654421,3551.9706653046,0,3857.85564276255,1357.0039432713,1000.90100670128,2642.12590039688,4401.97108865502,3025.31013041377,3627.97479811361
WA,984.141565536213,3350.23833034237,1469.50435724695,3487.43501703861,2888.72478362344,1762.95815496011,158.861307397241,1716.44054446581,2777.61269885182,946.923960567919,4202.53228554018,2510.28118318516,4330.19302721653,1655.24908007858,3079.20404893219,3543.58378765363,3964.91617745371,3783.7760622114,3884.98675587388,3026.36565980219,3746.89932900177,3771.99834918492,3536.33011986583,3485.35788137887,3910.97732076961,3703.11732551382,2395.01174559403,647.447105872815,2781.64048839276,3047.43596452867,3417.73271474375,2370.60325664527,3229.59114616027,3276.02136187829,4056.39852217074,1916.12972225998,4461.6803836502,3821.20106241727,4060.52119046008,3733.52956015857,3029.95247403867,2301.78052931655,2658.29765862461,3791.34202471059,3210.89589396739,830.2394043089,3264.58421137097,4215.85954076313,3840.96791940024,1676.07241494927,2199.57850734047,3981.49105212766,3885.74786514834,5104.85299049454,1889.77904272564,4490.95863754039,1794.34264597584,3750.25268736872,910.933260460017,3096.59405388683,3842.72370957398,4097.93051832401,3277.2960716325,2465.05769836539,3375.23865621518,233.29700650056,3724.35115204004,4450.69993722133,3835.09048711562,3850.7393017305,3570.75490094096,4055.91416250884,3771.08340958623,1772.07109780529,2824.63481963663,1390.93593329451,3390.34246298991,2244.58129486418,4226.4009552851,3340.31183587582,3806.88630518714,3203.89579574204,2848.96235027123,1122.55408398738,3829.37140016612,3854.71080034773,3857.85564276255,0,2650.75919787088,3468.34526214789,1582.45270653364,1710.79565619613,4161.25513705341,3249.28910611384
WI,2114.90572916544,2639.96415728676,3507.6264676263,1218.58810613568,958.580469807664,2244.10949758051,2680.16327391671,2551.96431997352,2843.69548969833,2732.28575759031,2580.63995758428,2192.10915177083,2943.13616057475,1351.82332498046,2226.27633909134,2967.1186633366,1377.85162503728,1134.60586504508,1239.63391727265,2537.7113106956,2778.81717172253,1474.70423571057,1123.3004818524,2686.14084589104,2989.90693557285,2696.40591215834,384.295938610497,2161.73044465559,364.726440544913,455.17269459071,2805.941491616,691.85991440915,663.107596899231,1410.54469960616,1497.41216498961,962.40581867558,2729.60722708052,1172.86308280593,1579.84110777776,2810.15313470242,395.530872630193,363.596980414924,551.851232517477,2836.49779240827,1198.46111596949,1821.96925426908,2793.13409727444,1827.29353768948,1227.0608781172,988.586330387844,655.682833335086,1446.80253050936,1254.45094743981,2886.87521533952,1639.79336690094,2067.83380810372,2697.19550185747,2655.52515478352,2569.37998617538,2173.14902575163,1273.96321243899,2968.06321945402,634.464922009026,1093.7914240149,808.582954185475,2681.6778113264,1084.12244195059,2098.00611893572,2793.66477131266,1484.86442502374,2699.01811566672,1479.3829110169,1241.46090980236,892.795497099624,2610.74060219066,1417.19957545242,2558.66824602596,2471.37709086651,2804.70445233695,2326.77221904437,2763.56610431139,799.149387995961,1603.45084792767,1875.16350451013,1184.59215976249,2706.50609162586,1357.0039432713,2650.75919787088,0,840.368866948456,1290.76697911236,3590.9053538131,2454.29550079932,2561.3138633997
WV,2951.68658517056,2690.32613906135,4338.8108248656,786.573013041248,1033.91078815053,2788.09903543123,3506.64632119305,3112.76828325752,3132.71758283606,3446.96840657881,2225.06494973429,2503.7467504743,2645.59741583415,2020.81120571445,2317.16206371615,3007.49919212187,850.309108869592,402.909662841359,536.652259834711,2697.19180283228,2694.65793453718,910.672129705123,567.40555675434,2690.75076701954,2889.02225653439,2611.13742782964,1083.95552446823,2942.0917407201,713.552296554358,424.260426790378,2862.03171901988,1223.36674626957,285.681192586902,1239.21064548382,999.26380805766,1779.45640087854,2295.22474234866,450.813870934102,1189.01343679047,2739.22512746912,548.252785368498,1203.91898163875,920.429596867964,2747.53189381106,1026.13064301382,2639.34578392359,2905.25944583346,1494.04344577526,387.7191765267,1825.03676275693,1321.52089416917,1005.92637619258,625.453688894154,2551.22190516068,2175.67400225592,1652.68505858181,3473.13347933241,2955.97633094602,3287.45247498389,2248.16489271395,819.22012629993,2781.92461675541,216.617944061389,1447.09733886953,623.668050953108,3481.61475968235,460.13879037932,1751.06277558463,2675.20110783509,1268.42498290752,2670.90560669738,950.497838049082,484.411318327717,1697.62951216595,2853.59787124127,2255.62891809093,2576.57795620491,2887.89764560075,2511.71306731812,2320.05666333595,2649.72972309638,517.70768516336,1728.29038205086,2598.8473408681,377.372190222341,2556.69619427495,1000.90100670128,3468.34526214789,840.368866948456,0,2004.42367050268,4412.04472594057,2075.50460004975,2637.6502607248
WY,1524.00995480214,2151.99164445489,2817.26880562691,1910.87860419323,1307.30495506515,1069.27741670842,1666.94027660558,1333.94833673694,1955.20570387583,1450.43693870539,2723.32592313231,1393.57608274885,2930.43254436706,156.282083673428,1779.51750715601,2433.14884066762,2665.80961561861,2370.66357935075,2490.41004439862,1901.44279339482,2469.52880443798,2193.73457441429,1976.9577766836,2259.20873068498,2667.65758984951,2405.48469717447,937.734613239764,974.453449152342,1291.15977147187,1584.49345680243,2276.18573637822,812.010489425577,1736.1020084055,1705.50021875229,2787.40331348988,1139.00201627012,2963.96227515356,2414.28206507137,2863.85026158453,2474.51392885335,1683.11455627898,1041.93077966143,1116.34332387933,2523.47269963837,1629.85082894815,835.91392217769,2179.69833932903,3095.38093005936,2348.11626770897,709.004846060251,683.243464638199,2736.34026917683,2525.58761263891,4127.80891082306,614.118400695538,3346.44411910697,2451.55784798729,3431.13694870577,1288.72259245095,1768.15814325515,2564.10659731214,2780.06741504627,1845.2418222683,894.911713079581,2097.83846360926,1536.63941160258,2348.95268624368,3361.63972628703,2533.97879983312,2739.20536507183,2319.81658870891,2768.19406116358,2234.3307459336,511.980770147269,1829.30892486618,1034.73732441668,2138.98110312094,1448.22574676443,2809.31984422576,2004.04308392282,2502.71101217534,1658.52477921633,1364.73898913068,595.372044394958,2380.79658214879,2512.12094417108,2642.12590039688,1582.45270653364,1290.76697911236,2004.42367050268,0,2986.88879285499,2658.02299805667,2050.11175033874
YT,1515.73673815168,5000.7406611434,270.956885061054,4702.83966988822,4180.43779358684,3452.57815204081,1555.13638668621,3425.78193671864,4481.21111546298,2635.04508365628,5704.66702011557,4163.60098602177,5899.32584188946,3110.9188037251,4689.77843658052,5218.80283537872,4602.59840135986,4609.14882039926,4669.82211297132,4690.6769472609,5375.41931177357,4987.03982563579,4675.43833799626,5129.11768809784,5553.73188167495,5322.91462359368,3496.20448018399,2277.07182890647,3857.89142413744,4044.47584709484,5084.34085277907,3616.75214110343,4251.15699191285,4638.77373324307,4640.7760094545,2635.3482981261,5941.14622921071,4632.54712205549,4549.5434467073,5368.88954860635,3878.06713775751,3237.60275707073,3835.916277103,5423.99058044218,4513.54382239738,2163.12905499594,4941.46479690637,4585.49872223039,4796.93097832042,2683.93745782378,3407.54310738943,4544.78769096063,4619.51481874415,5175.09819161343,3461.82553461845,4852.31446898799,1105.88864352154,3308.04066605712,2618.46873642869,4695.07500001913,4470.184149719,5712.11074868879,4196.70544389129,3857.16360480395,4076.46743622978,1924.19414717184,4501.05601061091,4746.89740454507,5454.6772911664,4268.12743229518,5207.17968800997,4665.75213417112,4829.008146751,2912.59651563349,4509.99330228839,2199.29319592354,5024.25527115578,3941.73960276973,5783.036641521,4938.61207519333,5424.88227060921,4331.03443550324,4348.24109677838,2720.32822432424,4706.66151612761,5454.99721015844,4401.97108865502,1710.79565619613,3590.9053538131,4412.04472594057,2986.88879285499,0,5635.83830340124,4897.95885994158
YUC,4146.05002333417,1316.96290626564,5470.57989293148,1308.51545264149,1551.64745441128,2611.21358624586,4273.49510645783,2865.33876109519,2153.5231280559,3616.9028767293,156.456765343193,1866.14173752981,595.531305159569,2544.72729093413,1264.60725695816,1486.18504575868,2802.35913506122,2326.46684913294,2426.42348774523,1583.00890927324,1008.17858292785,1179.11769575123,1509.3384819416,1209.07123271868,1105.10285423373,956.47914454046,2319.87948686431,3515.03586411071,2090.40070391176,2112.84725589363,1428.13452473865,2088.88846582246,1965.02067166599,1064.80682967449,2939.62921288152,3278.28380666474,306.444681010076,2360.2669346412,3170.05242594464,1065.17809858195,2462.0558428627,2682.09885679932,1970.27109128492,1031.24864007648,1259.46832876193,3491.42056193326,1585.04211346823,3471.96093678904,1961.31356044727,3042.40858187541,2301.82702480722,2985.44570939637,2559.04003692161,4429.05872737109,2278.85124236106,3550.68203363096,4974.766817355,5004.12822949314,3508.62931912747,1209.14990291603,2825.23764540724,865.265410877469,2200.30154407405,1786.24261954294,2694.5452840246,4048.9487604629,2458.77859366266,3692.42720322268,921.008746667281,3317.06990018516,1121.75488166534,2876.72695480014,1674.96720110153,2779.32830998741,1870.02239534156,3526.86185573059,1182.62957397177,2327.99291981119,479.519534902013,1026.01650906909,915.030820642789,1709.41130685359,1314.70216411714,3041.0999013842,2182.50317748799,779.385284462951,3025.31013041377,4161.25513705341,2454.29550079932,2075.50460004975,2658.02299805667,5635.83830340124,0,1352.50763450637
ZAC,3539.25066352236,103.654291654787,4686.15053162359,1923.39951210425,1663.2411021668,1507.80567036776,3388.70984671111,1676.5306147138,804.445852428204,2511.31530049593,1289.83738252252,739.990302909449,1194.32944505744,1897.43060863579,335.756946680886,409.689182585614,3484.07889977693,3008.62690079564,3137.21816683124,254.496230043174,514.833417440768,2005.7796965818,2153.67241478696,237.660474489277,662.709337902472,494.958963085965,2250.46649400723,2631.15250306333,2248.82810650785,2440.19440667413,246.125102804574,1921.58409206998,2401.62176801005,1416.76624403261,3632.99397456259,3047.0180014611,1559.05020949175,3053.85397879853,3824.21941889066,491.006662244967,2771.72455720342,2609.32303478794,2014.19645798621,551.088995246301,1614.78799896674,2776.78350020854,277.345930989137,4126.84263282806,2723.60363198516,2674.96810026085,2076.72756603651,3642.33444856715,3248.99050769673,5184.20085019609,1469.7280330273,4285.56864308259,4494.08056010724,5193.33493845706,2441.0914921489,395.475639185577,3454.81862811935,877.389939611646,2652.56464066304,1495.00975840296,3146.7646464555,3083.99866116827,3095.42830639407,4386.08526526881,616.983119849059,3867.67488137545,331.302548832301,3580.91884709613,2441.75560010632,2406.27895288794,540.328264616246,3078.27460260643,178.274424926269,1093.33970231572,1137.45199103278,367.619977680441,594.470664094435,2127.59576036041,961.560187973625,2181.34232915648,2906.53270369544,687.177541404884,3627.97479811361,3249.28910611384,2561.3138633997,2637.6502607248,2050.11175033874,4897.95885994158,1352.50763450637,0
